overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"01 2, 2016",A2L980IABHEBJL,B00AAS888S,Jay,"This mouse is a spyware device designed to collect information about you and then use that information to generate revenue.

The configuration software for this mouse, Razer Synapse, requires an internet connection. You must submit and verify your email address with the program to use it. Then, it sends information about you and your computer to Razer, and continues to run as an always-online data-mining surveillance application.

Razer mentions an offline mode on their website, but there is no such thing. It's a placebo to placate criticism of their activities. You can not register the software offline, and you can not use it without registering.

If you uninstall the software, features of the mouse stop working.

In my case, all I wanted to do was to turn off the LEDs and set one of the side buttons to be the middle-mouse button, but I can't do that without giving Razer my email address (for spam/marketing purposes), sending the unique serial number of the device, and associating that serial number to my IP email address, name, mailing address, a list of all software installed on my computer, and probably much much more.

Some time back in 2012, I remember reading news stories and Razer and their spyware. Then I forgot. Today when I got my new mouse, I remembered when I couldn't use it without giving my personal privacy and security.

Why the hell does this mouse need to connect to the Internet?
[...]

When A Mouse Requires An Internet Connection, You're Doing 'Cloud' Wrong
[...]

Razer Won't Let You Use the Mice/Keyboards You Bought Unless You Let It Spy on You
[...]
To add insult to injury, the mouse I got was assembled badly and both of the rubber sides had fallen off, and the case doesn't look like it was assembled correctly. I would have needed to send it back anywa.

I will buy something else from another brand.

Check out Roccat and Mionix. Roccat in particular is known for being friendly to Linux. I have already ordered a mouse from each and we will see how it goes.",This mouse is a spyware device designed to collect information ...,1451692800,136,{'Style:': ' DeathAdder Chroma'},['https://images-na.ssl-images-amazon.com/images/I/61FlHf5BHtL._SY88.jpg']
1.0,True,"04 16, 2015",A3B9MHB4XWDSCN,B0042J7I3C,Christina,didn't work,One Star,1429142400,,{'Color:': ' White'},
1.0,False,"10 12, 2003",A1PCQHQ6NPGL9F,B00004WLQV,Mike,"The previews looked so cool. Get this, you need a TUTORIAL TO WALK. Yes, walking is a pain. WHenever you go sideways you actually strafe sideways, it is really inconvienient. The controls are terrible. You will see what I mean when you get to the first part of the training. You have to run around a room in an extremely short time. I had to do it like 8 times. Basically to beat it I walked straight, strafed left, then went backwards, and narrowly got it. Then the combos, they are so difficult to pull off. I honestly feel that the creators were trying to make it as hard as possible to lash out against the society or something.
The backgrounds are terrible. I rented this game for one day and was fed up with it after 5 minutes of the first level. You honestly are going to see alot of boxes, in some of the most uninspired and retarted rooms ever. One room was a square. O thats right, they are all squares, with 2 or 3 boxes of course. Can't forget those boxes.
The guns are the worst actually. When you shoot 6 bullets with a gun, mabye 5, your girl looks at the roof. She cannot hold a gun straight. The target practice is basically 3 targets going directly upward. I mean seriously, this chick is an operative, and the recoil on her gun actually has her looking towards the roof in 6 shots or less. O but wait, lets say she walks while she shoots, now magically her gun has no recoil and she is fine. So whenever you want to shoot anything and actually hit it with 2 shots or more, you have to move around. Want to know something else? The guns are stupid.
The combos are hard to pull off, and worthless. I could care less about snapping that guy, I only have 2 arms. Jeez, it's like memorizing the dictionary, then repeating it word for word with the same exact tone and depth that you memorized it with.
The game is terrible. Spend no money on it. Rockstar must of been payed to stop making this game, because I never see it anywhere, and that is a GOOD thing.",My award for worst game of all time.,1065916800,,,
1.0,False,"12 7, 2014",A7T0764E66J6N,B00FRESY4I,Joe,"I pre ordered this game from gamestop and so far the game has been really bad. The graphics are really outdated, the game does have a lot of bugs and glitches in it like spider man is invisible when i got mid part of the game since i cant see him i have hard time playing the game. The side missions for hero and evil is really a pain and it really kills the game.",worse spidy game ever played,1417910400,,{'Format:': ' Video Game'},
1.0,False,"09 10, 2011",A10G4B58GGG52E,B004PAGJOC,nu,"If you planning to buy this title just for single player purposes and have no internet connection, you might wanna stop here ! Besides game being riddled with tons of glitches and other annoying bugs it has couple of gamebreaking ones that range from wiping your save data stats randomly back to zero, to broken quests or other in-game geometry issues that will not allow you to progress at all ! Deep silver already stated they will be working on patches to correct those issues but people who don't have any type of connection to xbox live might be left in a shadow.",WARNING ! This game requires internet for future gamebreaking patches and corrections !,1315612800,8,{'Format:': ' Video Game'},
1.0,True,"10 19, 2013",A2TW6OCJJTN2HO,B005VFHOOE,Rocky,"You want to believe this game is good when everyone tells you it is. You want to.

But it has fake depth. While you have the ability to play as many classes, it still feels boring as hell every time. Its not really fun unless you think grinding monsters for xp is fun. In which case, every game ever made is probably appealing to you.",This game. I don't even,1382140800,,,
1.0,True,"12 23, 2015",AL0VZO3BODJPL,B00NGIYGOY,Amazonian,"This headset is having the same issue my Xbox 360 A40 headset has had. I regret paying for the first pair. The product itself is great... only if you can get the cables from not shutting off half of your audio from normal wear and tear (for example, moving your head). It is a cabling scheme by Astro. Buy the headset, and pay overpriced costs on their cables. Cables that indefinitely break and I have had no better experience. I have cheaper electronics that never have a wiring / connectivity issue. This is not sufficient for the price. It doesn't seem like anything has changed from Astro company at all. I am really disappointed because when they do work, they work great. But again, I'm not buying new cables for the next two years. I shouldn't be hearing audio cut in and out on new cables. So as long as you keep your head straight and don't move, this product is for you.",For people who don't move while gaming.,1450828800,16,{'Format:': ' Video Game'},
1.0,True,"03 21, 2014",AFADK73S388T9,B00HG0B8NA,James D Church,Lousy graphics. If you can't see the cards clearly then what's the point? The $5 price sukd me in. Yuk.,Save yer $,1395360000,,,
1.0,False,"07 6, 2008",AXV3RVHA8W6H3,B000X2SGRY,C. Tiong,"I don't know if Bourne Conspiracy developers got confused with the movie, Heat because the game plays like Heat with a few Bourne scenes from the movie and a few repeating Bourne close combat moves thrown into it.

The game makes Jason Bourne very unlikeable character and only knows a few hand to hand fight  moves over and over again. In the movie, Bourne is a thinker. In the game, he behaves like a psycho killer.

It is 100% point A to B. You cannot do anything else. Most illogical about the game is when it's timed escape with very limited time, Bourne loves to go into hand to hand fights than trying to run as fast as he can to escape.

Unless you like Bourne Identify too much, this game gets boring very fast because all the fighting are very repetitive with not creativity.","Bourne plays like the movie, Heat with a few Bourne hand to hand combat moves",1215302400,7,{'Platform:': ' PlayStation 3'},
1.0,False,"12 27, 2012",A3WIOO9L0DNGZ,B002BSC54I,Kevin Major,"Just a word of warning for anyone with a physical disability that is looking to purchase this game: it REQUIRES the Wii Motion Plus accessory, meaning it ONLY can be played via motion controls.  The Pro Controller WILL NOT WORK with it.",Word of warning re: accessibility,1356566400,8,{'Format:': ' Video Game'},
1.0,True,"01 18, 2015",A6HQ8AVJFXK9A,B0012RWQ4S,Shanta,They game never worked,One Star,1421539200,,{'Platform:': ' PlayStation2'},
1.0,True,"02 24, 2017",A1OKWV0U28VNV0,B000F3AADE,Pulp Francis,Played for two minutes and then it stopped working,One Star,1487894400,,,
1.0,False,"11 25, 2008",AAZ80FDRS28N0,B0016B28Y8,Amazon Customer,"Watch out if you do not have a maxed out hardware setup.  I have a dual-core system with 3GB RAM, 256MB video memory - less than a year old - and the poor FPS and lag in controls makes this game unplayable.",Terrible Performance Unless You Maxed Out Hardware,1227571200,3,{'Format:': ' Video Game'},
1.0,True,"08 21, 2016",A2J06L17XLYEO5,B00CXXPESU,Ronny V.,"DO NOT BYE THIS, you can't play FPS games with this, you just can't be accurate, and don't think you can get used to it, I've used it for half a year, then switched to a Xbox 360 controller, and that fixed that.","DO NOT BYE THIS, you can't play FPS games ...",1471737600,,,
1.0,True,"09 11, 2013",A20P3JHIWDLUDA,B000B88O7C,flyer,Again poor graphics mouse/keyboard control only and limited situations. This one has already been returned. Much more of these lousy products and it's goodbye Amazon!!,Another loser,1378857600,,,
1.0,False,"01 19, 2004",A31RM5QU797HPJ,B0000AHOOK,Drez,"Ignore this game at all costs if you value winning. I cannot win ANY match on this stupid game. And how embrassing is it to be beat by someone named ""Hillbilly Jim""??",The Pain of Losing!,1074470400,3,,
1.0,True,"02 4, 2014",A2VA1N20NI2HYL,B004VMX906,Reed,The game is fun but the subtitles and all the other info on the screen cover most of the screen so you can't even see what you are doing most of the time. Good game but the design sucks,Eh,1391472000,,{'Platform:': ' PlayStation 3'},
1.0,True,"03 12, 2017",A2PAFR0VQVLRXS,B00KKRD8PC,Jaymos,"This game is a wast of time.  You only get one life so it is game over as sooon as you die.  It is rather slow and there is nothing interesting about it.  The graphics are simple, there is no story, and there is nothing that makes me want to continue playing it.",This game is a wast of time. You only ...,1489276800,,,
1.0,True,"02 5, 2016",A1QQ23CUXL26KC,B0038KMNDQ,Cody Allphin,Did not work on my ps3,One Star,1454630400,,,
1.0,False,"09 21, 2007",A1JLX0VQSN84BT,B00000J97G,Ds Lite Miser,The gameboy color was good but i really like the 1989 gameboy the grey one that takes 4 batteries,"Pathetic, Prefer original GameBoy",1190332800,,{'Color:': ' Dandelion'},
1.0,True,"01 14, 2012",A2HNAKNTAEZ1EV,B0042GW7BI,JHall,"I enjoy games that you can fly. Simulators are the best but, not for everyone. I find that this flying game is one of the worst flying games that I've played. There are great parts to this game and those parts are what kept me playing as much as I did.

Flying the Jets in this game takes nothing more then pushing the buttons in order and when told to push them. No strategy needed on the players part.

They didn't do a very good job on this one... save your money. Ace Combat: Assault Horizon is not one you will enjoy and the opinions of those that say as much are correct...",Who Is In Control?,1326499200,2,{'Platform:': ' PlayStation 3'},
